"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"03/25/2020","AQS","130210007","1","6.7","ug/m3 LC","37","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"03/28/2020","AQS","130210007","1","15.4","ug/m3 LC","63","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"03/31/2020","AQS","130210007","1","12.9","ug/m3 LC","58","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"04/03/2020","AQS","130210007","1","14.7","ug/m3 LC","61","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"04/06/2020","AQS","130210007","1","12.3","ug/m3 LC","57","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"04/09/2020","AQS","130210007","1","6.6","ug/m3 LC","37","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"04/12/2020","AQS","130210007","1","14.9","ug/m3 LC","62","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"04/15/2020","AQS","130210007","1","5.1","ug/m3 LC","28","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"04/18/2020","AQS","130210007","1","8.3","ug/m3 LC","46","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"04/24/2020","AQS","130210007","1","4.6","ug/m3 LC","26","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"04/27/2020","AQS","130210007","1","7.5","ug/m3 LC","42","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"04/30/2020","AQS","130210007","1","4.5","ug/m3 LC","25","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"05/03/2020","AQS","130210007","1","9.9","ug/m3 LC","52","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"05/06/2020","AQS","130210007","1","4.2","ug/m3 LC","23","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"05/09/2020","AQS","130210007","1","5.2","ug/m3 LC","29","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"05/12/2020","AQS","130210007","1","7.5","ug/m3 LC","42","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"05/15/2020","AQS","130210007","1","6.8","ug/m3 LC","38","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"05/18/2020","AQS","130210007","1","7.5","ug/m3 LC","42","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"05/21/2020","AQS","130210007","1","4.5","ug/m3 LC","25","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"05/24/2020","AQS","130210007","1","8.8","ug/m3 LC","49","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"05/27/2020","AQS","130210007","1","4.7","ug/m3 LC","26","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"05/30/2020","AQS","130210007","1","7.3","ug/m3 LC","41","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"06/05/2020","AQS","130210007","1","7","ug/m3 LC","39","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"06/08/2020","AQS","130210007","1","10.7","ug/m3 LC","54","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"06/11/2020","AQS","130210007","1","7.3","ug/m3 LC","41","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"06/14/2020","AQS","130210007","1","9.8","ug/m3 LC","52","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"06/17/2020","AQS","130210007","1","4.1","ug/m3 LC","23","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"06/20/2020","AQS","130210007","1","10.5","ug/m3 LC","54","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"06/23/2020","AQS","130210007","1","5.9","ug/m3 LC","33","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"06/26/2020","AQS","130210007","1","28.2","ug/m3 LC","87","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"06/29/2020","AQS","130210007","1","9.2","ug/m3 LC","51","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"07/02/2020","AQS","130210007","1","9.8","ug/m3 LC","52","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"07/05/2020","AQS","130210007","1","8.3","ug/m3 LC","46","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"07/08/2020","AQS","130210007","1","6.2","ug/m3 LC","34","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"07/14/2020","AQS","130210007","1","10.6","ug/m3 LC","54","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"07/17/2020","AQS","130210007","1","12.1","ug/m3 LC","57","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"07/23/2020","AQS","130210007","1","4.7","ug/m3 LC","26","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"07/26/2020","AQS","130210007","1","4.9","ug/m3 LC","27","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"07/29/2020","AQS","130210007","1","4.9","ug/m3 LC","27","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"08/01/2020","AQS","130210007","1","15.3","ug/m3 LC","63","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"08/04/2020","AQS","130210007","1","9.1","ug/m3 LC","51","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"08/07/2020","AQS","130210007","1","10.7","ug/m3 LC","54","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"08/10/2020","AQS","130210007","1","10.1","ug/m3 LC","53","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"08/13/2020","AQS","130210007","1","9.9","ug/m3 LC","52","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"08/16/2020","AQS","130210007","1","6.5","ug/m3 LC","36","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"08/19/2020","AQS","130210007","1","10","ug/m3 LC","53","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"08/23/2020","AQS","130210007","1","5.3","ug/m3 LC","29","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"08/25/2020","AQS","130210007","1","5.4","ug/m3 LC","30","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"08/28/2020","AQS","130210007","1","5.8","ug/m3 LC","32","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"08/31/2020","AQS","130210007","1","5.9","ug/m3 LC","33","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"09/03/2020","AQS","130210007","1","26.9","ug/m3 LC","84","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"09/06/2020","AQS","130210007","1","6.3","ug/m3 LC","35","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"09/09/2020","AQS","130210007","1","5.8","ug/m3 LC","32","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"09/12/2020","AQS","130210007","1","5.6","ug/m3 LC","31","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"09/15/2020","AQS","130210007","1","8.6","ug/m3 LC","48","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"09/18/2020","AQS","130210007","1","3.8","ug/m3 LC","21","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"09/21/2020","AQS","130210007","1","4.8","ug/m3 LC","27","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"09/24/2020","AQS","130210007","1","7.8","ug/m3 LC","43","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"09/27/2020","AQS","130210007","1","7.5","ug/m3 LC","42","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"09/30/2020","AQS","130210007","1","7.5","ug/m3 LC","42","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"10/03/2020","AQS","130210007","1","7.8","ug/m3 LC","43","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"10/06/2020","AQS","130210007","1","8.7","ug/m3 LC","48","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"10/09/2020","AQS","130210007","1","13.6","ug/m3 LC","59","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"10/12/2020","AQS","130210007","1","7.8","ug/m3 LC","43","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"10/15/2020","AQS","130210007","1","7.9","ug/m3 LC","44","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"10/18/2020","AQS","130210007","1","6.8","ug/m3 LC","38","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
"10/21/2020","AQS","130210007","1","8.1","ug/m3 LC","45","Macon-Alllied","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","31420","Macon, GA","13","Georgia","021","Bibb","32.7774646615604","-83.6409957140849"
